11,2,0.0876
11,3,0.0963
11,4,0.0997
11,5,0.0913
11,6,0.0775
11,7,0.0881
11,8,0.0831
11,9,0.0934
11,10,0.1133
11,11,0.0848
11,12,0.0797
11,13,0.0853
11,14,0.0926
11,15,0.0909
11,16,0.0776
11,17,0.1019
11,18,0.0840
11,19,0.1103
12,1,0.0878
12,2,0.0912
12,3,0.0864
12,4,0.0914
12,5,0.0897
12,6,0.0976
12,7,0.0879
12,8,0.0805
12,9,0.0754
12,10,0.0889
12,11,0.0676
12,12,0.0837
12,13,0.0918
12,14,0.0757
12,15,0.0793
12,16,0.0626
12,17,0.1092
12,18,0.0735
12,19,0.1121
13,1,0.0703
13,2,0.0743
13,3,0.0954
13,4,0.0728
13,5,0.0903
13,6,0.0732
13,7,0.0849
13,8,0.0828
13,9,0.0627
13,10,0.0607
13,11,0.0714
13,12,0.0677
13,13,0.0978
13,14,0.0662
13,15,0.0728
13,16,0.0825
13,17,0.0646
13,18,0.0741
13,19,0.0763
14,1,0.0629
14,2,0.0834
14,3,0.0788
14,4,0.0683
14,5,0.0725
14,6,0.0770
14,7,0.0747
14,8,0.0653
14,9,0.0703
14,10,0.0819
14,11,0.0755
14,12,0.0548
14,13,0.0790
14,14,0.0800
14,15,0.0531
14,16,0.0789
14,17,0.0645
14,18,0.0710
14,19,0.0359
15,1,0.0821
15,2,0.0647
15,3,0.0698
15,4,0.0649
15,5,0.0768
15,6,0.0524
15,7,0.0714
15,8,0.0672
15,9,0.0651
15,10,0.0674
15,11,0.0595
15,12,0.0587
15,13,0.0512
15,14,0.0644
15,15,0.0617
15,16,0.0455
15,17,0.0664
15,18,0.0665
15,19,0.0477
16,1,0.0630
16,2,0.0606
16,3,0.0650
16,4,0.0556
16,5,0.0584
16,6,0.0499
16,7,0.0556
16,8,0.0572
16,9,0.0750
16,10,0.0594
16,11,0.0710
16,12,0.0550
16,13,0.0627
16,14,0.0778
16,15,0.0434
16,16,0.0744
16,17,0.0662
16,18,0.0748
16,19,0.0322
17,1,0.0575
17,2,0.0686
17,3,0.0512
17,4,0.0672
17,5,0.0560
17,6,0.0633
17,7,0.0508
17,8,0.0581
17,9,0.0522
17,10,0.0627
17,11,0.0521
17,12,0.0585
17,13,0.0540
17,14,0.0655
17,15,0.0597
17,16,0.0448
17,17,0.0641
17,18,0.0517
17,19,0.0730
18,1,0.0519
18,2,0.0490
18,3,0.0451
18,4,0.0486
18,5,0.0500
18,6,0.0595
18,7,0.0536
18,8,0.0484
18,9,0.0549
18,10,0.0663
18,11,0.0560
18,12,0.0550
18,13,0.0516
18,14,0.0717
18,15,0.0585
18,16,0.0541
18,17,0.0534
18,18,0.0487
18,19,0.0963
19,1,0.0493
19,2,0.0546
19,3,0.0499
19,4,0.0558
19,5,0.0547
19,6,0.0584
19,7,0.0590
19,8,0.0631
19,9,0.0519
19,10,0.0538
19,11,0.0648
19,12,0.0381
19,13,0.0513
19,14,0.0522
19,15,0.0511
19,16,0.0564
19,17,0.0551
19,18,0.0517
19,19,0.0294
20,1,0.0465
20,2,0.0488
20,3,0.0505
20,4,0.0548
20,5,0.0480
20,6,0.0524
20,7,0.0633
20,8,0.0657
20,9,0.0523
20,10,0.0640
20,11,0.0458
20,12,0.0508
20,13,0.0658
20,14,0.0543
20,15,0.0557
20,16,0.0614
20,17,0.0556
20,18,0.0669
20,19,0.0293
21,1,0.0643
21,2,0.0567
21,3,0.0504
21,4,0.0489
21,5,0.0575
21,6,0.0552
21,7,0.0640
21,8,0.0682
21,9,0.0591
21,10,0.0555
21,11,0.0521
21,12,0.0527
21,13,0.0502
21,14,0.0502
21,15,0.0545
21,16,0.0512
21,17,0.0497
21,18,0.0407
21,19,0.0758
22,1,0.0507
22,2,0.0624
22,3,0.0478
22,4,0.0515
22,5,0.0506
22,6,0.0519
22,7,0.0498
22,8,0.0534
22,9,0.0449
22,10,0.0479
22,11,0.0632
22,12,0.0434
22,13,0.0478
22,14,0.0505
22,15,0.0424
22,16,0.0504
22,17,0.0411
22,18,0.0443
22,19,0.0460
23,1,0.0384
23,2,0.0484
23,3,0.0380
23,4,0.0518
23,5,0.0528
23,6,0.0445
23,7,0.0412
23,8,0.0439
23,9,0.0458
23,10,0.0475
23,11,0.0420
23,12,0.0583
23,13,0.0396
23,14,0.0472
23,15,0.0420
23,16,0.0519
23,17,0.0516
23,18,0.0462
23,19,0.1045
24,1,0.0484
24,2,0.0385
24,3,0.0478
24,4,0.0480
24,5,0.0451
24,6,0.0436
24,7,0.0576
24,8,0.0436
24,9,0.0474
24,10,0.0517
24,11,0.0559
24,12,0.0473
24,13,0.0456
24,14,0.0417
24,15,0.0448
24,16,0.0446
24,17,0.0460
24,18,0.0519
24,19,0.0159
25,1,0.0628
25,2,0.0474
25,3,0.0467
25,4,0.0435
25,5,0.0387
25,6,0.0378
25,7,0.0462
25,8,0.0552
25,9,0.0351
25,10,0.0370
25,11,0.0417
25,12,0.0469
25,13,0.0456
25,14,0.0345
25,15,0.0431
25,16,0.0489
25,17,0.0452
25,18,0.0327
25,19,0.0266
26,1,0.0424
26,2,0.0463
26,3,0.0390
26,4,0.0412
26,5,0.0459
26,6,0.0400
26,7,0.0397
26,8,0.0434
26,9,0.0397
26,10,0.0345
26,11,0.0425
26,12,0.0512
26,13,0.0341
26,14,0.0380
26,15,0.0371
26,16,0.0425
26,17,0.0395
26,18,0.0484
26,19,0.0549
27,1,0.0408
27,2,0.0362
27,3,0.0402
27,4,0.0411
27,5,0.0432
27,6,0.0376
27,7,0.0359
27,8,0.0327
27,9,0.0415
27,10,0.0489
27,11,0.0428
27,12,0.0422
27,13,0.0420
27,14,0.0373
27,15,0.0447
27,16,0.0392
27,17,0.0420
27,18,0.0436
27,19,0.0155
28,1,0.0327
28,2,0.0310
28,3,0.0393
28,4,0.0364
28,5,0.0394
28,6,0.0318
28,7,0.0494
28,8,0.0432
28,9,0.0473
28,10,0.0406
28,11,0.0397
28,12,0.0333
28,13,0.0435
28,14,0.0324
28,15,0.0354
28,16,0.0398
28,17,0.0437
28,18,0.0398
28,19,0.0721
29,1,0.0416
29,2,0.0572
29,3,0.0360
29,4,0.0504
29,5,0.0463
29,6,0.0451
29,7,0.0416
29,8,0.0552
29,9,0.0459
29,10,0.0409
29,11,0.0498
29,12,0.0414
29,13,0.0424
29,14,0.0443
29,15,0.0494
29,16,0.0442
29,17,0.0437
29,18,0.0429
29,19,0.0966
30,1,0.0367
30,2,0.0413
30,3,0.0522
30,4,0.0583
30,5,0.0399
30,6,0.0518
30,7,0.0376
30,8,0.0422
30,9,0.0438
30,10,0.0526
30,11,0.0425
30,12,0.0393
30,13,0.0468
30,14,0.0428
30,15,0.0377
30,16,0.0399
30,17,0.0503
30,18,0.0395
30,19,0.0739
31,1,0.0497
31,2,0.0369
31,3,0.0555
31,4,0.0482
31,5,0.0431
31,6,0.0467
31,7,0.0326
31,8,0.0416
31,9,0.0378
31,10,0.0369
31,11,0.0414
31,12,0.0445
31,13,0.0387
31,14,0.0409
31,15,0.0358
31,16,0.0439
31,17,0.0366
31,18,0.0364
31,19,0.0664
32,1,0.0357
32,2,0.0331
32,3,0.0393
32,4,0.0415
32,5,0.0418
32,6,0.0285
32,7,0.0322
32,8,0.0515
32,9,0.0447
32,10,0.0348
32,11,0.0406
32,12,0.0373
32,13,0.0396
32,14,0.0382
32,15,0.0294
32,16,0.0398
32,17,0.0360
32,18,0.0406
32,19,0.0572
33,1,0.0258
33,2,0.0361
33,3,0.0358
33,4,0.0401
33,5,0.0327
33,6,0.0371
33,7,0.0407
33,8,0.0421
33,9,0.0286
33,10,0.0378
33,11,0.0348
33,12,0.0365
33,13,0.0344
33,14,0.0346
33,15,0.0307
33,16,0.0397
33,17,0.0452
33,18,0.0311
33,19,0.0540
34,1,0.0315
34,2,0.0453
34,3,0.0389
34,4,0.0346
34,5,0.0289
34,6,0.0314
34,7,0.0414
34,8,0.0308
34,9,0.0321
34,10,0.0401
34,11,0.0264
34,12,0.0367
34,13,0.0310
34,14,0.0340
34,15,0.0400
34,16,0.0274
34,17,0.0338
34,18,0.0398
34,19,0.0473
35,1,0.0323
35,2,0.0321
35,3,0.0370
35,4,0.0344
35,5,0.0317
35,6,0.0332
35,7,0.0326
35,8,0.0310
35,9,0.0418
35,10,0.0297
35,11,0.0389
35,12,0.0362
35,13,0.0324
35,14,0.0314
35,15,0.0482
35,16,0.0314
35,17,0.0348
35,18,0.0329
35,19,0.0155
36,1,0.0357
36,2,0.0349
36,3,0.0291
36,4,0.0290
36,5,0.0346
36,6,0.0328
36,7,0.0312
36,8,0.0208
36,9,0.0359
36,10,0.0334
36,11,0.0323
36,12,0.0391
36,13,0.0407
36,14,0.0247
36,15,0.0353
36,16,0.0339
36,17,0.0341
36,18,0.0380
36,19,0.0387
37,1,0.0366
37,2,0.0389
37,3,0.0338
37,4,0.0321
37,5,0.0290
37,6,0.0338
37,7,0.0274
37,8,0.0367
37,9,0.0309
37,10,0.0321
37,11,0.0334
37,12,0.0405
37,13,0.0263
37,14,0.0311
37,15,0.0326
37,16,0.0333
37,17,0.0325
37,18,0.0310
37,19,0.0438
38,1,0.0405
38,2,0.0355
38,3,0.0339
38,4,0.0307
38,5,0.0316
38,6,0.0314
38,7,0.0341
38,8,0.0344
38,9,0.0342
38,10,0.0297
38,11,0.0285
38,12,0.0274
38,13,0.0372
38,14,0.0312
38,15,0.0266
38,16,0.0303
38,17,0.0289
38,18,0.0306
38,19,0.0348
39,1,0.0297
39,2,0.0272
39,3,0.0335
39,4,0.0354
39,5,0.0333
39,6,0.0312
39,7,0.0305
39,8,0.0244
39,9,0.0315
39,10,0.0339
39,11,0.0233
39,12,0.0333
39,13,0.0329
39,14,0.0242
39,15,0.0321
39,16,0.0339
39,17,0.0310
39,18,0.0348
39,19,0.0617
40,1,0.0320
40,2,0.0299
40,3,0.0263
40,4,0.0333
40,5,0.0347
40,6,0.0308
40,7,0.0355
40,8,0.0233
40,9,0.0250
40,10,0.0312
40,11,0.0279
40,12,0.0353
40,13,0.0231
40,14,0.0268
40,15,0.0302
40,16,0.0309
40,17,0.0333
40,18,0.0330
40,19,0.0485
41,1,0.0292
41,2,0.0275
41,3,0.0291
41,4,0.0251
41,5,0.0336
41,6,0.0314
41,7,0.0271
41,8,0.0262
41,9,0.0358
41,10,0.0259
41,11,0.0274
41,12,0.0314
41,13,0.0295
41,14,0.0324
41,15,0.0226
41,16,0.0314
41,17,0.0302
41,18,0.0358
41,19,0.0371
42,1,0.0320
42,2,0.0321
42,3,0.0292
42,4,0.0336
42,5,0.0231
42,6,0.0296
42,7,0.0287
42,8,0.0284
42,9,0.0303
42,10,0.0291
42,11,0.0293
42,12,0.0315
42,13,0.0273
42,14,0.0339
42,15,0.0307
42,16,0.0271
42,17,0.0241
42,18,0.0312
42,19,0.0131
43,1,0.0325
43,2,0.0301
43,3,0.0327
43,4,0.0301
43,5,0.0251
43,6,0.0242
43,7,0.0285
43,8,0.0288
43,9,0.0327
43,10,0.0244
43,11,0.0263
43,12,0.0245
43,13,0.0291
43,14,0.0335
43,15,0.0279
43,16,0.0263
43,17,0.0297
43,18,0.0300
43,19,0.0161
44,1,0.0299
44,2,0.0263
44,3,0.0254
44,4,0.0264
44,5,0.0293
44,6,0.0233
44,7,0.0304
44,8,0.0280
44,9,0.0298
44,10,0.0331
44,11,0.0285
44,12,0.0257
44,13,0.0283
44,14,0.0293
44,15,0.0334
44,16,0.0279
44,17,0.0263
44,18,0.0291
44,19,0.0183
45,1,0.0322
45,2,0.0294
45,3,0.0277
45,4,0.0265
45,5,0.0247
45,6,0.0275
45,7,0.0270
45,8,0.0302
45,9,0.0291
45,10,0.0313
45,11,0.0239
45,12,0.0302
45,13,0.0243
45,14,0.0256
45,15,0.0282
45,16,0.0234
45,17,0.0272
45,18,0.0312
45,19,0.0202
46,1,0.0309
46,2,0.0386
46,3,0.0260
46,4,0.0317
46,5,0.0432
46,6,0.0316
46,7,0.0293
46,8,0.0300
46,9,0.0396
46,10,0.0353
46,11,0.0311
46,12,0.0360
46,13,0.0322
46,14,0.0369
46,15,0.0351
46,16,0.0351
46,17,0.0359
46,18,0.0334
46,19,0.0206
47,1,0.0478
47,2,0.0488
47,3,0.0394
47,4,0.0456
47,5,0.0329
47,6,0.0338
47,7,0.0513
47,8,0.0305
47,9,0.0404
47,10,0.0325
47,11,0.0679
47,12,0.0539
47,13,0.0679
47,14,0.0467
47,15,0.0471
47,16,0.0764
47,17,0.0421
47,18,0.0481
47,19,0.0430
48,1,0.0369
48,2,0.0444
48,3,0.0651
48,4,0.0806
48,5,0.0526
48,6,0.0462
48,7,0.0476
48,8,0.0530
48,9,0.0538
48,10,0.0455
48,11,0.0609
48,12,0.0596
48,13,0.0512
48,14,0.0522
48,15,0.0360
48,16,0.0470
48,17,0.0329
48,18,0.0327
48,19,0.0368
49,1,0.0528
49,2,0.0380
49,3,0.0329
49,4,0.0375
49,5,0.0338
49,6,0.0339
49,7,0.0416
49,8,0.0365
49,9,0.0294
49,10,0.0448
49,11,0.0382
49,12,0.0375
49,13,0.0430
49,14,0.0321
49,15,0.0347
49,16,0.0328
49,17,0.0292
49,18,0.0304
49,19,0.0458
50,1,0.0292
50,2,0.0393
50,3,0.0338
50,4,0.0309
50,5,0.0355
50,6,0.0373
50,7,0.0354
50,8,0.0296
50,9,0.0351
50,10,0.0282
50,11,0.0375
50,12,0.0243
50,13,0.0290
50,14,0.0301
50,15,0.0326
50,16,0.0320
50,17,0.0439
50,18,0.0304
50,19,0.0131
